"RwID","SOATO_U","UKRNAME","RUSNAME","ENGNAME","SETTLTYPE","ZONE","NewFittedZone","REGION","DISTRICT","c25_gr1"
6628,"5622685103","Суйми","Суймы","Suimy","село",0,0,"Рiвненська","Здолбунiвський",10.5
6629,"5621686007","Микитичі","Никитичи","Mykytychi","село",0,0,"Рiвненська","Дубенський",17.6
6630,"6840500000","Нетішин","Нетешин","Netishyn","мiсто",0,0,"Хмельницька","м.Нетiшин (мiськрада)",8.1
6631,"3222487203","Круглик","Круглик","Kruhlyk","село",4,0,"Київська","Києво-Святошинський",172.7
6632,"5625882101","Добривода","Добрывода","Dobryvoda","село",0,0,"Рiвненська","Радивилiвський",11.4
6633,"6325182501","Мала Рогань","Малая Рогань","Mala Rohan'","село",0,0,"Харкiвська","Харкiвський",3.4
6634,"0925483003","Глотівка","Глотовка","Hlotivka","село",0,0,"Луганська","Троїцький",6.6
6635,"4623981603","Гоголів","Гоголев","Hoholiv","село",0,0,"Львiвська","Радехiвський",6
6636,"6320855700","Шарівка","Шаровка","Sharivka","смт",0,0,"Харкiвська","Богодухiвський",6.8
6637,"3220882201","Глибоке","Глубоке","Hlyboke","село",0,0,"Київська","Бориспiльський",26.1
6638,"5622685701","Ступно","Ступно","Stupno","село",0,0,"Рiвненська","Здолбунiвський",11.4
6639,"5320883204","Олексіївка","Алексеевка","Oleksiivka","село",0,0,"Полтавська","Гребiнкiвський",6.54
6640,"4623981604","Радванці","Радванцы","Radvantsi","село",0,0,"Львiвська","Радехiвський",7
6641,"4623981901","Куликів","Куликов","Kulykiv","село",0,0,"Львiвська","Радехiвський",5.6
6642,"6321256001","Газове","Газовое","Hazove","селище",0,0,"Харкiвська","Валкiвський",5.8
6643,"1820680401","Берестівка","Берестовка","Berestivka","село",0,0,"Житомирська","Баранiвський",20.1
6644,"3225589001","Черняхівка","Черняховка","Cherniakhivka","село",0,0,"Київська","Яготинський",11
6645,"1820681802","Зірка","Зирка","Zirka","село",0,0,"Житомирська","Баранiвський",14.4
6646,"1820687603","Явне","Явное","Yavne","село",0,0,"Житомирська","Баранiвський",19
6647,"6321886004","Петрівське","Петровское","Petrivs'ke","село",0,0,"Харкiвська","Дворiчанський",6.4
6648,"5320882101","Кулажинці","Кулажинцы","Kulazhyntsi","село",0,0,"Полтавська","Гребiнкiвський",4.83
6649,"1820655402","Лісова Поляна","Лесовая Поляна","Lisova Poliana","село",0,0,"Житомирська","Баранiвський",13.9
6650,"0925487001","Тимонове","Тимоново","Tymonove","село",0,0,"Луганська","Троїцький",6.6
6651,"5320882502","Сліпорід-Іванівка","Слепород-Ивановка","Sliporid-Ivanivka","село",0,0,"Полтавська","Гребiнкiвський",4.06
6652,"5621685201","Плоска","Плоская","Ploska","село",0,0,"Рiвненська","Дубенський",15.8
6653,"1822583001","Квітневе","Квитневое","Kvitneve","село",0,0,"Житомирська","Коростишiвский",20.9
6654,"5322285003","Михайлівка Перша","Михайловка Первая","Mykhailivka Persha","село",0,0,"Полтавська","Котелевський",6.22
6655,"5625882102","Підвисоке","Подвысокое","Pidvysoke","село",0,0,"Рiвненська","Радивилiвський",10.5
6656,"6325157600","Манченки","Манченки","Manchenky","смт",0,0,"Харкiвська","Харкiвський",5.3
6657,"3223386403","Заострів","Заостров","Zaostriv","село",0,0,"Київська","Переяслав-Хмельницький",32.1
6658,"5323287201","Савинці","Савинцы","Savyntsi","село",0,0,"Полтавська","Миргородський",3.1
6659,"5323288601","Черевки","Черевки","Cherevky","село",0,0,"Полтавська","Миргородський",3.09
6660,"5640900000","Острог","Острог","Ostroh","мiсто",0,0,"Рiвненська","м.Острог (мiськрада)",12.1
6661,"3220280801","Веселинівка","Веселиновка","Veselynivka","село",0,0,"Київська","Баришiвський",26.2
6662,"3225580901","Богданівка","Богдановка","Bohdanivka","село",0,0,"Київська","Яготинський",11
6663,"6823988403","Прикордонна Улашанівка","Прикордонная Улашановка","Prykordonna Ulashanivka","село",0,0,"Хмельницька","Славутський",12.4
6664,"4623983402","Йосипівка","Йосиповка","Yosypivka","село",0,0,"Львiвська","Радехiвський",8
6665,"5622680804","Новий Світ","Новый Свет","Novyi Svit","село",0,0,"Рiвненська","Здолбунiвський",9.7
6666,"0920988203","Калинова Балка","Калинова Балка","Kalynova Balka","село",0,0,"Луганська","Бiлокуракинський",6.5
6667,"0923388205","Синельникове","Синельниково","Synel'nykove","село",0,0,"Луганська","Новопсковський",6.3
6668,"5321382001","Загрунівка","Загруновка","Zahrunivka","село",0,0,"Полтавська","Зiнькiвський",3.09
6669,"5621688203","Бондарі","Бондари","Bondari","село",0,0,"Рiвненська","Дубенський",14.9
6670,"3220287302","Леляки","Леляки","Leliaky","село",0,0,"Київська","Баришiвський",31.7
6671,"6321883305","Іванівка","Ивановка","Ivanivka","село",0,0,"Харкiвська","Дворiчанський",6.5
6672,"4623984901","Синьків","Синьков","Syn'kiv","село",0,0,"Львiвська","Радехiвський",8.2
6673,"1822085603","Світин","Свитын","Svityn","село",0,0,"Житомирська","Житомирський",21.1
6674,"3222487202","Кременище","Кременище","Kremenyshche","село",0,0,"Київська","Києво-Святошинський",172.1
6675,"1820682203","Середня","Середня","Serednia","село",0,0,"Житомирська","Баранiвський",13.9
6676,"3222784701","Мостище","Мостище","Mostyshche","село",0,0,"Київська","Макарiвський",162.5
6677,"1822086301","Садки","Садки","Sadky","село",0,0,"Житомирська","Житомирський",23.5
6678,"1820680404","Ситисько","Ситиско","Sytys'ko","село",0,0,"Житомирська","Баранiвський",13
6679,"5625885605","Нова Митниця","Новая Мытница","Nova Mytnytsia","село",0,0,"Рiвненська","Радивилiвський",9.7
6680,"5625888501","Теслугів","Теслугов","Tesluhiv","село",0,0,"Рiвненська","Радивилiвський",10.5
6681,"5621688207","Нагоряни","Нагоряны","Nahoriany","село",0,0,"Рiвненська","Дубенський",16.7
6682,"0920988009","Чабанове","Чабаново","Chabanove","село",0,0,"Луганська","Бiлокуракинський",6.4
6683,"3225581404","Черняхівка","Черняховка","Cherniakhivka","селище",0,0,"Київська","Яготинський",11
6684,"1820655904","Турова","Туровая","Turova","село",0,0,"Житомирська","Баранiвський",21.8
6685,"3225580902","Коптевичівка","Коптевичевка","Koptevychivka","село",0,0,"Київська","Яготинський",11
6686,"6825583201","Корчик","Корчик","Korchyk","село",0,0,"Хмельницька","Шепетiвський",12.8
6687,"0922584403","Гераськівське","Гераськовское","Heras'kivs'ke","село",0,0,"Луганська","Маркiвський",4.9
6688,"5320882501","Майорщина","Майорщина","Maiorshchyna","село",0,0,"Полтавська","Гребiнкiвський",4.1
6689,"3222780602","Горобіївка","Горобиевка","Horobiivka","село",4,0,"Київська","Макарiвський",183.2
6690,"4622783501","Забір'я","Заборье","Zabir'ya","село",0,0,"Львiвська","Жовкiвський",3.5
6691,"5320886001","Тарасівка","Тарасовка","Tarasivka","село",0,0,"Полтавська","Гребiнкiвський",3.51
6692,"1822583005","Браженець","Браженец","Brazhenets'","село",0,0,"Житомирська","Коростишiвский",27.6
6693,"6324684001","Новий Бурлук","Новый Бурлук","Novyi Burluk","село",0,0,"Харкiвська","Печенiзький",4.3
6694,"1820982601","Лазарівка","Лазаревка","Lazarivka","село",0,0,"Житомирська","Брусилiвський",23.3
6695,"5622684801","Нова Мощаниця","Новая Мощаница","Nova Moshchanytsia","село",0,0,"Рiвненська","Здолбунiвський",10.5
6696,"5621686005","Кам'яниця","Каменица","Kam'yanytsia","село",0,0,"Рiвненська","Дубенський",15.8
6697,"1822583003","Антонівка","Антоновка","Antonivka","село",0,0,"Житомирська","Коростишiвский",28.1
6698,"3222484202","Іванків","Иванков","Ivankiv","село",0,0,"Київська","Києво-Святошинський",156.1
6699,"4624886601","Сілець","Селец","Silets'","село",0,0,"Львiвська","Сокальський",5.7
6700,"3221483301","Іванковичі","Иванковичи","Ivankovychi","село",0,0,"Київська","Василькiвський",26.3
6701,"0920988006","Осикове","Осыково","Osykove","село",0,0,"Луганська","Бiлокуракинський",6.5
6702,"6823985304","Шевченка","Шевченко","Shevchenka","село",0,0,"Хмельницька","Славутський",10.6
6703,"5621686015","Турковичі","Турковичи","Turkovychi","село",0,0,"Рiвненська","Дубенський",18.5
6704,"5624280407","Радужне","Радужное","Raduzhne","село",0,0,"Рiвненська","Острозький",11.4
6705,"5322887901","Хорошки","Хорошки","Khoroshky","село",0,0,"Полтавська","Лубенський",2.9
6706,"4623985501","Сморжів","Сморжов","Smorzhiv","село",0,0,"Львiвська","Радехiвський",2
6707,"5325182603","Городище","Городище","Horodyshche","село",0,0,"Полтавська","Чорнухинський",2.99
6708,"0922884407","Червона Зоря","Червоная Зоря","Chervona Zoria","село",0,0,"Луганська","Мiловський",4.3
6709,"0720885805","Гектари","Гектары","Hektary","село",0,0,"Волинська","Горохiвський",7.9
6710,"3225581802","Григорівка","Григоровка","Hryhorivka","село",0,0,"Київська","Яготинський",33
6711,"4622782001","Гійче","Гийче","Hiiche","село",0,0,"Львiвська","Жовкiвський",4.5
6712,"6823985301","Миньківці","Миньковцы","Myn'kivtsi","село",0,0,"Хмельницька","Славутський",12.3
6713,"5322887402","Крутий Берег","Крутой Берег","Krutyi Bereh","село",0,0,"Полтавська","Лубенський",3
6714,"1821484005","Новопрутівка","Новопрутовка","Novoprutivka","село",0,0,"Житомирська","Дзержинський",11.9
6715,"1822080301","Березівка","Березовка","Berezivka","село",0,0,"Житомирська","Житомирський",23.1
6716,"3221482004","Липовий Скиток","Липовий Скиток","Lypovyi Skytok","село",0,0,"Київська","Василькiвський",29.2
6717,"5621681202","Білогородка","Белогородка","Bilohorodka","село",0,0,"Рiвненська","Дубенський",12.3
6718,"5322885401","Окіп","Окоп","Okip","село",0,0,"Полтавська","Лубенський",4.11
6719,"1822587001","Стрижівка","Стрижевка","Stryzhivka","село",0,0,"Житомирська","Коростишiвский",13.4
6720,"4641850400","Соснівка","Сосновка","Sosnivka","мiсто",0,0,"Львiвська","м.Червоноград (мiськрада)",3.1
6721,"6323581701","Качалівка","Качаловка","Kachalivka","село",0,0,"Харкiвська","Краснокутський",7.2
6722,"6825582603","Дубіївка","Дубиевка","Dubiivka","село",0,0,"Хмельницька","Шепетiвський",11
6723,"6323783901","Моначинівка","Моначиновка","Monachynivka","село",0,0,"Харкiвська","Куп'янський",5.5
6724,"5622680801","Будераж","Будераж","Buderazh","село",0,0,"Рiвненська","Здолбунiвський",9.7
6725,"1822083204","Сонячне","Солнечное","Soniachne","село",0,0,"Житомирська","Житомирський",24.1
6726,"3222782102","Весела Слобідка","Веселяа Слободка","Vesela Slobidka","село",0,0,"Київська","Макарiвський",37.8
6727,"5624284201","Межиріч","Межирич","Mezhyrich","село",0,0,"Рiвненська","Острозький",12.3
6728,"5621687405","Довге Поле","Долгое Поле","Dovhe Pole","село",0,0,"Рiвненська","Дубенський",14.9
6729,"6325785007","Шишківка","Шишковка","Shyshkivka","село",0,0,"Харкiвська","Шевченкiвський",4.8
6730,"5322681905","Миколаївка","Николаевка","Mykolaivka","село",0,0,"Полтавська","Лохвицький",2.99
6731,"5621687407","Залужжя","Залужье","Zaluzhzhia","село",0,0,"Рiвненська","Дубенський",12.3
6732,"7120685501","Кононівка","Кононовка","Kononivka","село",0,0,"Черкаська","Драбiвський",5.4
6733,"6825583203","Хутір","Хутор","Khutir","село",0,0,"Хмельницька","Шепетiвський",13.8
6734,"1820988011","Яструбна","Яструбна","Yastrubna","село",0,0,"Житомирська","Брусилiвський",28.9
6735,"6823984002","Стригани","Стриганы","Stryhany","село",0,0,"Хмельницька","Славутський",12.1
6736,"1825481201","В'юнки","Вьюнки","V'yunky","село",0,0,"Житомирська","Червоноармiйський",19.4
6737,"3225585201","Панфіли","Панфилы","Panfily","село",0,0,"Київська","Яготинський",34.1
6738,"5325183801","Постав-Мука","Постав-Мука","Postav-Muka","село",0,0,"Полтавська","Чорнухинський",3.02
6739,"3220284401","Масківці","Масковцы","Maskivtsi","село",0,0,"Київська","Баришiвський",24.5
6740,"3225581803","Федорівка","Федоровка","Fedorivka","село",0,0,"Київська","Яготинський",31.9
6741,"1822587007","Колодязьки","Колодезьки","Kolodiaz'ky","село",0,0,"Житомирська","Коростишiвский",16.2
6742,"6325157900","Пісочин","Песочин","Pisochyn","смт",0,0,"Харкiвська","Харкiвський",4.2
6743,"6341200000","Люботин","Люботин","Liubotyn","мiсто",0,0,"Харкiвська","м.Люботин (мiськрада)",4.9
6744,"0925488001","Ями","Ямы","Yamy","село",0,0,"Луганська","Троїцький",6.7
6745,"6325483501","Кам'яна Яруга","Каменная Яруга","Kam'yana Yaruha","село",0,0,"Харкiвська","Чугуївський",3.4
6746,"3222487001","Ходосівка","Ходосовка","Khodosivka","село",0,0,"Київська","Києво-Святошинський",174.1
6747,"","Гоцкiвка","","","",0,0,"","",6.1
6748,"6325157000","Коротич","Коротыч","Korotych","смт",0,0,"Харкiвська","Харкiвський",4.5
6749,"5321385301","Пишненки","Пышненки","Pyshnenky","село",0,0,"Полтавська","Зiнькiвський",3.1
6750,"6324655100","Печеніги","Печенеги","Pechenihy","смт",0,0,"Харкiвська","Печенiзький",3.8
6751,"0922582202","Рудівка","Рудовка","Rudivka","село",0,0,"Луганська","Маркiвський",4.8
6752,"4623981401","Завидче","Завидче","Zavydche","село",0,0,"Львiвська","Радехiвський",2.3
6753,"1821484001","Прутівка","Прутовка","Prutivka","село",0,0,"Житомирська","Дзержинський",17.8
6754,"1820682601","Йосипівка","Йосиповка","Yosypivka","село",0,0,"Житомирська","Баранiвський",13.9
6755,"6321855101","Западне","Западное","Zapadne","село",0,0,"Харкiвська","Дворiчанський",5.8
6756,"1820655901","Дорогань","Дорогань","Dorohan'","село",0,0,"Житомирська","Баранiвський",20.7
6757,"6321483705","Лозове","Лозовое","Lozove","село",0,0,"Харкiвська","Великобурлуцький",4.5
6758,"6323584201","Любівка","Любовка","Liubivka","село",0,0,"Харкiвська","Краснокутський",7.1
6759,"1825483601","Новий Завод","Новый Завод","Novyi Zavod","село",0,0,"Житомирська","Червоноармiйський",17.9
6760,"5323283401","Клюшниківка","Клюшнивковка","Kliushnykivka","село",0,0,"Полтавська","Миргородський",2.99
6761,"5625882103","Станіслави","Станиславы","Stanislavy","село",0,0,"Рiвненська","Радивилiвський",10.5
6762,"1821484002","Білки","Белки","Bilky","село",0,0,"Житомирська","Дзержинський",20.4
6763,"3222780601","Бишів","Бышев","Byshiv","село",4,0,"Київська","Макарiвський",197.3
6764,"6321886003","Мечнікове","Мечниково","Mechnikove","село",0,0,"Харкiвська","Дворiчанський",6.5
6765,"1822587005","Кмитів","Кмитов","Kmytiv","село",0,0,"Житомирська","Коростишiвский",18.1
6766,"1822082003","Гадзинка","Гадзинка","Hadzynka","село",0,0,"Житомирська","Житомирський",15.7
6767,"6321256000","Старий Мерчик","Старый Мерчик","Staryi Merchyk","смт",0,0,"Харкiвська","Валкiвський",5.7
6768,"5621681206","Софіївка Перша","Софиевка Первая","Sofiivka Persha","село",0,0,"Рiвненська","Дубенський",14.9
6769,"1822580902","Борок","Борок","Borok","село",0,0,"Житомирська","Коростишiвский",25.2
6770,"5621688201","Соснівка","Сосновка","Sosnivka","село",0,0,"Рiвненська","Дубенський",18.4
6771,"6823986801","Полянь","Полянь","Polian'","село",0,0,"Хмельницька","Славутський",12.5
6772,"6323583703","Котелевка","Котелевка","Kotelevka","село",0,0,"Харкiвська","Краснокутський",6.9
6773,"3222788902","Леонівка","Леоновка","Leonivka","село",0,0,"Київська","Макарiвський",177
6774,"5323288602","Бакумівка","Бакумовка","Bakumivka","село",0,0,"Полтавська","Миргородський",3.01
6775,"0720885803","Антонівка","Антоновка","Antonivka","село",0,0,"Волинська","Горохiвський",7.9
6776,"3220886401","Рогозів","Рогозов","Rohoziv","село",0,0,"Київська","Бориспiльський",25.6
6777,"","Дорогощi","","","",0,0,"","",11
6778,"1820655100","Баранівка","Барановка","Baranivka","смт",0,0,"Житомирська","Баранiвський",13.2
6779,"3225584201","Ничипорівка","Ничипоровка","Nychyporivka","село",0,0,"Київська","Яготинський",33.6
6780,"0923382501","Кам'янка","Каменка","Kam'yanka","село",0,0,"Луганська","Новопсковський",5.2
6781,"5625888502","Коритне","Корытное","Korytne","село",0,0,"Рiвненська","Радивилiвський",10.5
6782,"4623950100","Радехів","Радехов","Radekhiv","мiсто",0,0,"Львiвська","Радехiвський",7.7
6783,"5621687403","Грядки","Грядки","Hriadky","село",0,0,"Рiвненська","Дубенський",15.8
6784,"0920981001","Олександропіль","Александрополь","Oleksandropil'","село",0,0,"Луганська","Бiлокуракинський",6.1
6785,"1820655900","Мар'янівка","Марьяновка","Mar'yanivka","смт",0,0,"Житомирська","Баранiвський",16.7
6786,"1825483604","Трудове","Трудовое","Trudove","село",0,0,"Житомирська","Червоноармiйський",21.6
6787,"5624280405","Дерев'янче","Деревянче","Derev'yanche","село",0,0,"Рiвненська","Острозький",10.5
6788,"5624285602","Лючин","Лючин","Liuchyn","село",0,0,"Рiвненська","Острозький",10.5
6789,"3221482003","Кожухівка","Кожуховка","Kozhukhivka","село",0,0,"Київська","Василькiвський",26.3
6790,"3223384001","Козлів","Козлов","Kozliv","село",0,0,"Київська","Переяслав-Хмельницький",32.1
6791,"3220886001","Проців","Процев","Protsiv","село",0,0,"Київська","Бориспiльський",26.7
6792,"1821484004","Костянтинівка","Константиновка","Kostiantynivka","село",0,0,"Житомирська","Дзержинський",19.6
6793,"1820983801","Приворіття","Приворотье","Pryvorittia","село",0,0,"Житомирська","Брусилiвський",22.9
6794,"3223386401","Пристроми","Пристромы","Prystromy","село",0,0,"Київська","Переяслав-Хмельницький",32.4
6795,"1822580904","Радівка","Радовка","Radivka","село",0,0,"Житомирська","Коростишiвский",20.3
6796,"5625885601","Рідків","Редков","Ridkiv","село",0,0,"Рiвненська","Радивилiвський",9.7
6797,"5621686001","Птича","Птичья","Ptycha","село",0,0,"Рiвненська","Дубенський",14.9
6798,"1822083202","Довжик","Должик","Dovzhyk","село",0,0,"Житомирська","Житомирський",23.3
6799,"1822082004","Нова Вигода","Новая Выгода","Nova Vyhoda","село",0,0,"Житомирська","Житомирський",19.9
6800,"5323881003","Повстин","Повстин","Povstyn","село",0,0,"Полтавська","Пирятинський",3.31
6801,"1820988001","Яструбенька","Яструбенька","Yastruben'ka","село",0,0,"Житомирська","Брусилiвський",27.2
6802,"5621686003","Замчисько","Замчиско","Zamchys'ko","село",0,0,"Рiвненська","Дубенський",15.8
6803,"1820682002","Деревищина","Деревищина","Derevyshchyna","село",0,0,"Житомирська","Баранiвський",15.2
6804,"1822083001","Іванівка","Ивановка","Ivanivka","село",0,0,"Житомирська","Житомирський",21.9
6805,"","Сiльце","","","",0,0,"","",13.3
6806,"6825582601","Городнявка","Городнявка","Horodniavka","село",0,0,"Хмельницька","Шепетiвський",11.1
6807,"6321285001","Новий Мерчик","Новый Мерчик","Novyi Merchyk","село",0,0,"Харкiвська","Валкiвський",6
6808,"6840600000","Славута","Славута","Slavuta","мiсто",0,0,"Хмельницька","м.Славута (мiськрада)",9.5
6809,"5625885603","Митниця","Мытница","Mytnytsia","село",0,0,"Рiвненська","Радивилiвський",8.8
6810,"","Олексiївка","","","",0,0,"","",5.1
6811,"","Зезекали","","","",0,0,"","",2.7
6812,"5621685203","Бірок","Борок","Birok","село",0,0,"Рiвненська","Дубенський",17.6
6813,"1820955100","Брусилів","Брусилов","Brusyliv","смт",0,0,"Житомирська","Брусилiвський",5.5
6814,"3221482201","Дзвінкове","Дзвонковое","Dzvinkove","село",0,0,"Київська","Василькiвський",31.9
6815,"6825584603","Майдан-Лабунь","Майдан-Лабунь","Maidan-Labun'","село",0,0,"Хмельницька","Шепетiвський",11
6816,"5622681201","Буща","Буща","Bushcha","село",0,0,"Рiвненська","Здолбунiвський",7.9
6817,"3221483302","Мархалівка","Мархаловка","Markhalivka","село",0,0,"Київська","Василькiвський",26.8
6818,"1822080901","Василівка","Василевка","Vasylivka","село",0,0,"Житомирська","Житомирський",21.2
6819,"6321883501","Вільшана","Ольшана","Vil'shana","село",0,0,"Харкiвська","Дворiчанський",6.2
6820,"5622680805","Святе","Святое","Sviate","село",0,0,"Рiвненська","Здолбунiвський",10.5
6821,"6823986803","Комарівка","Комаровка","Komarivka","село",0,0,"Хмельницька","Славутський",13.7
6822,"5321384401","Покровське","Покровское","Pokrovs'ke","село",0,0,"Полтавська","Зiнькiвський",2.72
6823,"5624283605","Ілляшівка","Ильяшевка","Illiashivka","село",0,0,"Рiвненська","Острозький",10.5
6824,"1820687601","Ялишів","Ялышев","Yalyshiv","село",0,0,"Житомирська","Баранiвський",24.5
6825,"3223383701","Жовтневе","Жовтневое","Zhovtneve","село",0,0,"Київська","Переяслав-Хмельницький",31.9
6826,"6325158500","Рогань","Рогань","Rohan'","смт",0,0,"Харкiвська","Харкiвський",3.4
6827,"1822587901","Харитонівка","Харитоновка","Kharytonivka","село",0,0,"Житомирська","Коростишiвский",24.6
6828,"5622680803","Мости","Мосты","Mosty","село",0,0,"Рiвненська","Здолбунiвський",8.8
6829,"5322881803","Карпилівка","Карпиловка","Karpylivka","село",0,0,"Полтавська","Лубенський",3.3
6830,"5321382003","Сулими","Сулимы","Sulymy","село",0,0,"Полтавська","Зiнькiвський",2.9
6831,"5624285601","Новомалин","Новомалин","Novomalyn","село",0,0,"Рiвненська","Острозький",10.5
6832,"1840100000","Житомир","Житомир","Zhytomyr","мiсто",0,0,"Житомирська","м.Житомир (мiськрада)",18.4
6833,"0922587701","Просяне","Просяное","Prosiane","село",0,0,"Луганська","Маркiвський",4.7
6834,"5624284203","Слобідка","Слободка","Slobidka","село",0,0,"Рiвненська","Острозький",12.3
6835,"4624880601","Бутини","Бутыны","Butyny","село",0,0,"Львiвська","Сокальський",8.2
6836,"5621685209","Переросля","Переросля","Pereroslia","село",0,0,"Рiвненська","Дубенський",16.7
6837,"1820655405","Осичне","Осычно","Osychne","село",0,0,"Житомирська","Баранiвський",19.8
6838,"4623985701","Станин","Станин","Stanyn","село",0,0,"Львiвська","Радехiвський",7.2
6839,"1820988003","Дібрівка","Дибровка","Dibrivka","село",0,0,"Житомирська","Брусилiвський",21.7
6840,"6324655101","Кицівка","Кицовка","Kytsivka","село",0,0,"Харкiвська","Печенiзький",3.6
6841,"6323781501","Гусинка","Гусинка","Husynka","село",0,0,"Харкiвська","Куп'янський",5.2
6842,"3221487301","Рославичі","Рославичи","Roslavychi","село",0,0,"Київська","Василькiвський",26.1
6843,"5621686013","Стара Носовиця","Старая Носовица","Stara Nosovytsia","село",0,0,"Рiвненська","Дубенський",14.1
6844,"5321380401","Артелярщина","Артелярщина","Arteliarshchyna","село",0,0,"Полтавська","Зiнькiвський",2.8
6845,"0925484501","Покровське","Покровское","Pokrovs'ke","село",0,0,"Луганська","Троїцький",6.6
6846,"5625883904","Савчуки","Савчуки","Savchuky","село",0,0,"Рiвненська","Радивилiвський",9.7
6847,"6325455600","Кочеток","Кочеток","Kochetok","смт",0,0,"Харкiвська","Чугуївський",3.4
6848,"1822080904","Рудківка","Рудковка","Rudkivka","село",0,0,"Житомирська","Житомирський",23.4
6849,"1822082001","Глибочиця","Глубочица","Hlybochytsia","село",0,0,"Житомирська","Житомирський",17.6
6850,"6321886001","Токарівка","Токаревка","Tokarivka","село",0,0,"Харкiвська","Дворiчанський",6.4
6851,"0922884401","Микільське","Никольское","Mykil's'ke","село",0,0,"Луганська","Мiловський",4.3
6852,"6325155600","Безлюдівка","Безлюдовка","Bezliudivka","смт",0,0,"Харкiвська","Харкiвський",3.7
6853,"0922582203","Тернівка","Терновка","Ternivka","село",0,0,"Луганська","Маркiвський",5
6854,"7120685001","Ковалівка","Ковалевка","Kovalivka","село",0,0,"Черкаська","Драбiвський",5.4
6855,"5322881802","Гінці","Гонцы","Hintsi","село",0,0,"Полтавська","Лубенський",3.2
6856,"1822581501","Вільня","Вольня","Vil'nia","село",0,0,"Житомирська","Коростишiвский",17.3
6857,"4623982204","Руденко","Руденко","Rudenko","село",0,0,"Львiвська","Радехiвський",2
6858,"5625880801","Березини","Березины","Berezyny","село",0,0,"Рiвненська","Радивилiвський",10.5
6859,"4623984201","Павлів","Павлов","Pavliv","село",0,0,"Львiвська","Радехiвський",6.9
6860,"1820683003","Озерянка","Озерянка","Ozerianka","село",0,0,"Житомирська","Баранiвський",16.7
6861,"5322281301","Деревки","Деревки","Derevky","село",0,0,"Полтавська","Котелевський",2.83
6862,"6825583202","Романів","Романов","Romaniv","село",0,0,"Хмельницька","Шепетiвський",12.5
6863,"6325785001","Нижній Бурлук","Нижний Бурлук","Nyzhnii Burluk","село",0,0,"Харкiвська","Шевченкiвський",4.7
6864,"3221482001","Данилівка-2","Даниловка(Часть 2 Села)","Danylivka-2","село",0,0,"Київська","Василькiвський",26.3
6865,"0923383201","Можняківка","Можняковка","Mozhniakivka","село",0,0,"Луганська","Новопсковський",5.8
6866,"3221480401","Данилівка-1","Даниловка(Часть 1 Села)","Danylivka-1","село",0,0,"Київська","Василькiвський",26.3
6867,"3220881701","Вороньків","Воронков","Voron'kiv","село",0,0,"Київська","Бориспiльський",26.1
6868,"3223150104","Таценки","Таценки","Tatsenky","село",4,0,"Київська","Обухiвський",30.1
6869,"6323583701","Колонтаїв","Колонтаев","Kolontaiv","село",0,0,"Харкiвська","Краснокутський",7
6870,"5321383603","Глинське","Глинское","Hlyns'ke","село",0,0,"Полтавська","Зiнькiвський",2.77
6871,"4622787903","Шабельня","Шабельня","Shabel'nia","село",0,0,"Львiвська","Жовкiвський",4.3
6872,"1820984303","Пилипонка","Пилипонка","Pylyponka","село",0,0,"Житомирська","Брусилiвський",21.7
6873,"5320883201","Наталівка","Наталовка","Natalivka","село",0,0,"Полтавська","Гребiнкiвський",5.24
6874,"0925487003","Малоолександрівка","Малоолександровка","Malooleksandrivka","село",0,0,"Луганська","Троїцький",6.6
6875,"3223151000","Українка","Украинка","Ukrainka","мiсто",0,0,"Київська","Обухiвський",27.6
6876,"5320886603","Жовтневе","Жовтневое","Zhovtneve","село",0,0,"Полтавська","Гребiнкiвський",3.49
6877,"3221455300","Глеваха","Глеваха","Hlevakha","смт",0,0,"Київська","Василькiвський",26.7
6878,"4623982201","Кустин","Кустин","Kustyn","село",0,0,"Львiвська","Радехiвський",1.9
6879,"3222788901","Яблунівка","Яблоновка","Yablunivka","село",4,0,"Київська","Макарiвський",99.4
6880,"1820655903","Ожгів","Ожгов","Ozhhiv","село",0,0,"Житомирська","Баранiвський",17.3
6881,"6321255401","Журавлі","Журавли","Zhuravli","село",0,0,"Харкiвська","Валкiвський",6.4
6882,"1822588411","Осиковий Копець","Осыковый Копец","Osykovyi Kopets'","село",0,0,"Житомирська","Коростишiвский",31.4
6883,"6822182204","Новосілка","Новоселка","Novosilka","село",0,0,"Хмельницька","Iзяславський",10.3
6884,"4624850600","Великі Мости","Великие Мосты","Velyki Mosty","мiсто",0,0,"Львiвська","Сокальський",5.6
6885,"4622787608","Зелена Гута","Зеленая Гута","Zelena Huta","село",0,0,"Львiвська","Жовкiвський",4.1
6886,"1820982001","Карабачин","Карабачин","Karabachyn","село",0,0,"Житомирська","Брусилiвський",24
6887,"4623985201","Середпільці","Середпольцы","Seredpil'tsi","село",0,0,"Львiвська","Радехiвський",2.1
6888,"6323580302","Бідило","Бидыло","Bidylo","село",0,0,"Харкiвська","Краснокутський",7
6889,"0923355301","Кубань","Кубань","Kuban'","село",0,0,"Луганська","Новопсковський",5.8
6890,"5322880702","Горобіі","Горобии","Horobii","село",0,0,"Полтавська","Лубенський",3.1
6891,"1822587003","Великі Кошарища","Великие Кошарища","Velyki Kosharyshcha","село",0,0,"Житомирська","Коростишiвский",16.8
6892,"0922883306","Шелестівка","Шелестовка","Shelestivka","село",0,0,"Луганська","Мiловський",4.4
