"RwID","SOATO_U","UKRNAME","RUSNAME","ENGNAME","SETTLTYPE","ZONE","NewFittedZone","REGION","DISTRICT","c25_gr1"
1,"5924486301","Стара Гута","Старая Гута","Stara Huta","село",0,0,"Сумська","Середино-Будський",22
2,"5924481703","Кудоярове","Кудоярово","Kudoiarove","село",0,0,"Сумська","Середино-Будський",24.8
3,"7423683203","Веселе","Веселое","Vesele","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.29
4,"5924483801","Нововасилівка","Нововасилевка","Novovasylivka","село",0,0,"Сумська","Середино-Будський",30.4
5,"7423683207","Мурав'ї","Муравьи","Murav'i","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.21
6,"7423683201","Грем'яч","Гремяч","Hrem'yach","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.88
7,"7423683208","Новоселівка","Новоселовка","Novoselivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.94
8,"7423683206","Колос","Колос","Kolos","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.92
9,"5924481705","Улиця","Улица","Ulytsia","село",0,0,"Сумська","Середино-Будський",25.2
10,"5924486304","Гаврилове","Гаврилово","Havrylove","село",0,0,"Сумська","Середино-Будський",19.5
11,"5924486702","Білоусівка","Белоусовка","Bilousivka","село",0,0,"Сумська","Середино-Будський",23.8
12,"5924481702","Карпеченкове","Карпеченково","Karpechenkove","село",0,0,"Сумська","Середино-Будський",25.7
13,"5924486302","Василівка","Василевка","Vasylivka","село",0,0,"Сумська","Середино-Будський",22.4
14,"5924482802","Василівське","Василевское","Vasylivs'ke","село",0,0,"Сумська","Середино-Будський",26.5
15,"7423682004","Городище","Городище","Horodyshche","село",0,0,"Чернiгiвська","Новгород-Сiверський",61.46
16,"7423687001","Михальчина-Слобода","Михальчина-Слобода","Mykhal'chyna-Sloboda","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.77
17,"7423682006","Ясна Поляна","Ясная Поляна","Yasna Poliana","село",0,0,"Чернiгiвська","Новгород-Сiверський",57.83
18,"5924450101","Винторівка","Винторовка","Vyntorivka","село",0,0,"Сумська","Середино-Будський",17.9
19,"7423684002","Камінь","Камень","Kamin'","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.35
20,"7423683202","Богданове","Богданово","Bohdanove","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.04
21,"5924482805","Українське","Украинское","Ukrains'ke","село",0,0,"Сумська","Середино-Будський",26.4
22,"5924486305","Нова Гута","Новая Гута","Nova Huta","село",0,0,"Сумська","Середино-Будський",20.2
23,"5924482806","Червоне","Червоное","Chervone","село",0,0,"Сумська","Середино-Будський",26.1
24,"5924481701","Зноб-Трубчевська","Знобь-Трубчевская","Znob-Trubchevs'ka","село",0,0,"Сумська","Середино-Будський",25.6
25,"7423681604","Новопавлівське","Новопавловское","Novopavlivs'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",58.23
26,"7423683204","Гай","Гай","Hai","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.62
27,"7423683205","Діброва","Диброва","Dibrova","село",0,0,"Чернiгiвська","Новгород-Сiверський",57.31
28,"5924480903","Лісне","Лесное","Lisne","село",0,0,"Сумська","Середино-Будський",20.9
29,"5924481704","Любахове","Любахово","Liubakhove","село",0,0,"Сумська","Середино-Будський",26
30,"5924455300","Зноб-Новгородське","Знобь-Новгородское","Znob-Novhorods'ke","смт",0,0,"Сумська","Середино-Будський",23.6
31,"5924486701","Стягайлівка","Стягайловка","Stiahailivka","село",0,0,"Сумська","Середино-Будський",22.7
32,"7423682001","Бучки","Бучки","Buchky","село",0,0,"Чернiгiвська","Новгород-Сiверський",58.17
33,"5924486303","Гаврилова Слобода","Гаврилова Слобода","Havrylova Sloboda","село",0,0,"Сумська","Середино-Будський",19.2
34,"7423684001","Кам'янська Слобода","Каменская Слобода","Kam'yans'ka Sloboda","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.15
35,"7423687002","Миколаївське","Николаевское","Mykolaivs'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",57.14
36,"5924480901","Голубівка","Голубовка","Holubivka","село",0,0,"Сумська","Середино-Будський",20
37,"7424786506","Улянівське","Ульяновское","Ulianivs'ke","село",4,4,"Чернiгiвська","Семенiвський",65.35
38,"5924455302","Люте","Лютое","Liute","село",0,0,"Сумська","Середино-Будський",22.1
39,"7423682003","Вильчики","Вильчики","Vyl'chyky","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.28
40,"7424786507","Червоний Пахар","Червоный Пахарь","Chervonyi Pakhar","село",3,4,"Чернiгiвська","Семенiвський",63.8
41,"7423681603","Красний Хутір","Красный Хутор","Krasnyi Khutir","село",0,0,"Чернiгiвська","Новгород-Сiверський",58.33
42,"7424781702","Покровське","Покровское","Pokrovs'ke","село",4,0,"Чернiгiвська","Семенiвський",63.31
43,"7424781701","Жовтневе","Жовтневое","Zhovtneve","село",4,4,"Чернiгiвська","Семенiвський",68.57
44,"5924482804","Мефодівка","Мефодовка","Mefodivka","село",0,0,"Сумська","Середино-Будський",24.2
45,"5924455301","Кустине","Кустино","Kustyne","село",0,0,"Сумська","Середино-Будський",22.5
46,"5924482801","Кренидівка","Кренидовка","Krenydivka","село",0,0,"Сумська","Середино-Будський",23.7
47,"7423682005","Зоря","Заря","Zoria","село",0,0,"Чернiгiвська","Новгород-Сiверський",59.53
48,"7423681601","Будо-Вороб'ївська","Буда-Воробьевская","Budo-Vorob'ivs'ka","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.42
49,"5924480405","Троїцьке","Троицкое","Troits'ke","село",0,0,"Сумська","Середино-Будський",19.4
50,"5924450100","Середина-Буда","Середина-Буда","Seredyna-Buda","мiсто",0,0,"Сумська","Середино-Будський",15.9
51,"7424786501","Тимоновичі","Тимоновичи","Tymonovychi","село",3,4,"Чернiгiвська","Семенiвський",67.16
52,"5924450107","Хлібороб","Хлебороб","Khliborob","село",0,0,"Сумська","Середино-Будський",17.2
53,"7424786505","Медведівка","Медведевка","Medvedivka","село",4,4,"Чернiгiвська","Семенiвський",71.91
54,"5924480902","Заріччя","Заречье","Zarichchia","село",0,0,"Сумська","Середино-Будський",20.1
55,"7423681605","Ямне","Ямное","Yamne","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.41
56,"","Подiли","","","",0,0,"","",20
57,"5924480406","Ясна Поляна","Ясная Поляна","Yasna Poliana","село",0,0,"Сумська","Середино-Будський",19.4
58,"5924484403","Красноярське","Красноярское","Krasnoiars'ke","село",0,0,"Сумська","Середино-Будський",24.9
59,"5924480401","Велика Берізка","Великая Березка","Velyka Berizka","село",0,0,"Сумська","Середино-Будський",18.7
60,"7423684703","Кремський Бугор","Кремский Бугор","Krems'kyi Buhor","село",0,0,"Чернiгiвська","Новгород-Сiверський",52.54
61,"5924482803","Кім","Ким","Kim","село",0,0,"Сумська","Середино-Будський",22.7
62,"5924487601","Чернацьке","Чернацкое","Chernats'ke","село",0,0,"Сумська","Середино-Будський",17.1
63,"7423681602","Андріївка","Андреевка","Andriivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",56.86
64,"7423682002","Великий Гай","Великий Гай","Velykyi Hai","село",0,0,"Чернiгiвська","Новгород-Сiверський",56.39
65,"7424786503","Заріччя","Заречье","Zarichchia","село",3,3,"Чернiгiвська","Семенiвський",67.25
66,"5924480404","Перемога","Перемога","Peremoha","село",0,0,"Сумська","Середино-Будський",17.8
67,"7423684707","Піщанка","Песчанка","Pishchanka","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.13
68,"7424783001","Костобобрів","Костобобров","Kostobobriv","село",0,0,"Чернiгiвська","Семенiвський",49.3
69,"7424784001","Миколаївка","Николаевка","Mykolaivka","село",4,4,"Чернiгiвська","Семенiвський",68.76
70,"5924484401","Очкине","Очкино","Ochkyne","село",0,0,"Сумська","Середино-Будський",24.2
71,"7424781004","Леонівка","Леоновка","Leonivka","село",4,4,"Чернiгiвська","Семенiвський",55.17
72,"7423684701","Ковпинка","Ковпинка","Kovpynka","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.75
73,"7424786502","Городок","Городок","Horodok","село",4,4,"Чернiгiвська","Семенiвський",70.94
74,"7423682403","Мовчанів","Молчанов","Movchaniv","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.75
75,"7423684704","Михайлівка","Михайловка","Mykhailivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.08
76,"5924487201","Уралове","Уралово","Uralove","село",0,0,"Сумська","Середино-Будський",20.2
77,"7424787006","Михайлове","Михайлово","Mykhailove","село",4,0,"Чернiгiвська","Семенiвський",69.93
78,"5924450104","Рудак","Рудак","Rudak","селище",0,0,"Сумська","Середино-Будський",16.2
79,"7424787005","Логи","Логи","Lohy","село",4,0,"Чернiгiвська","Семенiвський",63.85
80,"5924481305","Рудня","Рудня","Rudnia","село",0,0,"Сумська","Середино-Будський",19.1
81,"5924480402","Лукашенківське","Лукашенковское","Lukashenkivs'ke","село",0,0,"Сумська","Середино-Будський",17.8
82,"7423684709","Роща","Роща","Roshcha","село",0,0,"Чернiгiвська","Новгород-Сiверський",52.4
83,"5924484402","Журавка","Журавка","Zhuravka","село",0,0,"Сумська","Середино-Будський",22.1
84,"5924450106","Сорокине","Сорокино","Sorokyne","село",0,0,"Сумська","Середино-Будський",15.8
85,"5924481303","Красичка","Красичка","Krasychka","село",0,0,"Сумська","Середино-Будський",18.3
86,"7424786508","Чорнозем","Чернозем","Chornozem","село",4,4,"Чернiгiвська","Семенiвський",72.96
87,"7424786504","Калинівське","Калиновское","Kalynivs'ke","село",4,0,"Чернiгiвська","Семенiвський",69.09
88,"7424781302","Грем'ячка","Гремячка","Hrem'yachka","село",4,0,"Чернiгiвська","Семенiвський",56.38
89,"7424781301","Галаганівка","Галагановка","Halahanivka","село",4,4,"Чернiгiвська","Семенiвський",56.42
90,"7424783003","Сергіївське","Сергеевское","Serhiivs'ke","село",0,0,"Чернiгiвська","Семенiвський",48.62
91,"7423682404","Осове","Осово","Osove","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.16
92,"7424784002","Залізний Міст","Зализный Мост","Zaliznyi Mist","село",4,4,"Чернiгiвська","Семенiвський",63.49
93,"7424787003","Кринички","Кринички","Krynychky","село",4,0,"Чернiгiвська","Семенiвський",70.5
94,"5924450102","Красний Прогрес","Красный Прогресс","Krasnyi Prohres","селище",0,0,"Сумська","Середино-Будський",15.5
95,"7423682402","Внутрішній Бір","Внутренний Бор","Vnutrishnii Bir","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.9
96,"7423684708","Пушкарі","Пушкари","Pushkari","село",4,4,"Чернiгiвська","Новгород-Сiверський",52.87
97,"7424781001","Архипівка","Архиповка","Arkhypivka","село",4,0,"Чернiгiвська","Семенiвський",56.38
98,"7424783002","Осове","Осово","Osove","село",0,0,"Чернiгiвська","Семенiвський",54.55
99,"7423682401","Вороб'ївка","Воробьевка","Vorob'ivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.81
100,"5924485601","Ромашкове","Ромашково","Romashkove","село",0,0,"Сумська","Середино-Будський",16.1
101,"7423684702","Будище","Будище","Budyshche","село",4,4,"Чернiгiвська","Новгород-Сiверський",48.28
102,"5924481302","Гутко-Ожинка","Гутко-Ожинка","Hutko-Ozhynka","село",0,0,"Сумська","Середино-Будський",18.6
103,"5924485603","Лісова Поляна","Лесовая Поляна","Lisova Poliana","село",0,0,"Сумська","Середино-Будський",16.2
104,"7424787001","Хотіївка","Хотиевка","Khotiivka","село",4,4,"Чернiгiвська","Семенiвський",82.17
105,"5924483204","Хильчичі","Хильчичи","Khyl'chychi","село",0,0,"Сумська","Середино-Будський",18.7
106,"7424780503","Зелена Роща","Зеленая Роща","Zelena Roshcha","селище",4,0,"Чернiгiвська","Семенiвський",53.93
107,"5924484802","Луг","Луг","Luh","село",0,0,"Сумська","Середино-Будський",17.6
108,"7424787002","Дачне","Дачное","Dachne","село",4,4,"Чернiгiвська","Семенiвський",82.44
109,"5924481304","Нова Спарта","Новая Спарта","Nova Sparta","селище",0,0,"Сумська","Середино-Будський",16.7
110,"7423689301","Чайкине","Чайкино","Chaikyne","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.2
111,"5924483202","Боровичі","Боровичи","Borovychi","село",0,0,"Сумська","Середино-Будський",21.2
112,"5924481301","Жихове","Жихово","Zhykhove","село",0,0,"Сумська","Середино-Будський",18.2
113,"7424782502","Гаті","Гати","Hati","село",3,4,"Чернiгiвська","Семенiвський",82.35
114,"5924485203","Порохонь","Порохонь","Porokhon'","село",0,0,"Сумська","Середино-Будський",14.7
115,"5924484805","Хрещикове","Крещиково","Khreshchykove","село",0,0,"Сумська","Середино-Будський",17.3
116,"7423684706","Новеньке","Новенькое","Noven'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.42
117,"7423686202","Рогівка","Роговка","Rohivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.31
118,"7424781003","Зоря","Заря","Zoria","село",4,0,"Чернiгiвська","Семенiвський",61.39
119,"7424787009","Ракужа","Ракужа","Rakuzha","село",3,4,"Чернiгiвська","Семенiвський",78.84
120,"7424782501","Карповичі","Карповичи","Karpovychi","село",3,4,"Чернiгiвська","Семенiвський",78.57
121,"7424780504","Карасі","Караси","Karasi","село",4,0,"Чернiгiвська","Семенiвський",48.99
122,"5924484801","Пигарівка","Пигаревка","Pyharivka","село",0,0,"Сумська","Середино-Будський",16.6
123,"7424787010","Червоний Гай","Червоный Гай","Chervonyi Hai","село",3,4,"Чернiгiвська","Семенiвський",81.04
124,"7424780508","Фроли","Фролы","Froly","село",4,0,"Чернiгiвська","Семенiвський",50.89
125,"5924483201","Кривоносівка","Кривоносовка","Kryvonosivka","село",0,0,"Сумська","Середино-Будський",18.8
126,"7424782503","Красні Лози","Красные Лозы","Krasni Lozy","село",3,3,"Чернiгiвська","Семенiвський",78.42
127,"7424780501","Олександрівка","Александровка","Oleksandrivka","село",4,0,"Чернiгiвська","Семенiвський",53.92
128,"5924450108","Шалимівка","Шалимовка","Shalymivka","село",0,0,"Сумська","Середино-Будський",15.3
129,"5924485602","Демченкове","Демченково","Demchenkove","село",0,0,"Сумська","Середино-Будський",16.1
130,"7424780505","Криульки","Криульки","Kryul'ky","село",4,0,"Чернiгiвська","Семенiвський",58.82
131,"7424787008","Прогрес","Прогресс","Prohres","село",4,4,"Чернiгiвська","Семенiвський",81.86
132,"7424750100","Семенівка","Семеновка","Semenivka","мiсто",4,0,"Чернiгiвська","Семенiвський",91.65
133,"7423689306","Ясне","Ясное","Yasne","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.42
134,"5924482205","Лужки","Лужки","Luzhky","село",0,0,"Сумська","Середино-Будський",16
135,"7423688901","Смяч","Смяч","Smiach","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.61
136,"7424783502","Ферубки","Ферубки","Ferubky","село",4,0,"Чернiгiвська","Семенiвський",59.96
137,"7424782004","Кривуша","Кривуша","Kryvusha","село",4,4,"Чернiгiвська","Семенiвський",57.78
138,"5924484804","Ріг","Рог","Rih","село",0,0,"Сумська","Середино-Будський",16.4
139,"7424782504","Набережне","Набережное","Naberezhne","село",3,4,"Чернiгiвська","Семенiвський",78.15
140,"5925683703","Феофілівка","Феофиловка","Feofilivka","село",4,0,"Сумська","Ямпiльський",15.3
141,"7424780506","Максимихине","Максимихино","Maksymykhyne","село",4,0,"Чернiгiвська","Семенiвський",53.14
142,"7423689305","Полюшкине","Полюшкино","Poliushkyne","село",0,0,"Чернiгiвська","Новгород-Сiверський",52.26
143,"5925380802","Дібрівка","Дибровка","Dibrivka","село",4,0,"Сумська","Шосткинський",16
144,"7424780502","Газопровідне","Газопроводное","Hazoprovidne","селище",4,0,"Чернiгiвська","Семенiвський",56.2
145,"7424782505","Парня","Парня","Parnia","село",3,3,"Чернiгiвська","Семенiвський",76.51
146,"5924485202","Нововолодимирівка","Нововладимировка","Novovolodymyrivka","село",0,0,"Сумська","Середино-Будський",14.4
147,"5924482204","Курган","Курган","Kurhan","село",0,0,"Сумська","Середино-Будський",15.5
148,"7423686201","Лісконоги","Лесконоги","Liskonohy","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.35
149,"5924485204","Ситне","Сытное","Sytne","село",0,0,"Сумська","Середино-Будський",14.5
150,"7423689303","Карабани","Карабаны","Karabany","село",0,0,"Чернiгiвська","Новгород-Сiверський",57.71
151,"7424782006","Ракути","Ракуты","Rakuty","село",4,0,"Чернiгiвська","Семенiвський",57.6
152,"7424780507","Угли","Углы","Uhly","селище",4,0,"Чернiгiвська","Семенiвський",58.95
153,"7424782005","Марс","Марс","Mars","село",4,0,"Чернiгiвська","Семенiвський",53.27
154,"7424782001","Іванівка","Ивановка","Ivanivka","село",4,0,"Чернiгiвська","Семенiвський",61.04
155,"7424787004","Лісківщина","Лесковщина","Liskivshchyna","село",3,4,"Чернiгiвська","Семенiвський",82.45
156,"5924485201","Рожковичі","Рожковичи","Rozhkovychi","село",0,0,"Сумська","Середино-Будський",14.4
157,"5925381201","Глазове","Глазовое","Hlazove","село",0,0,"Сумська","Шосткинський",16.8
158,"5925683701","Степне","Степное","Stepne","село",4,0,"Сумська","Ямпiльський",15.2
159,"7423680801","Бирине","Бирино","Byryne","село",0,0,"Чернiгiвська","Новгород-Сiверський",47.14
160,"7423689302","Аршуки","Аршуки","Arshuky","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.57
161,"7424782007","Східне","Схидное","Skhidne","село",4,0,"Чернiгiвська","Семенiвський",59.5
162,"5924482201","Кам'янка","Каменка","Kam'yanka","село",0,0,"Сумська","Середино-Будський",15.2
163,"7424782002","Зелений Гай","Зеленый Гай","Zelenyi Hai","село",4,0,"Чернiгiвська","Семенiвський",55.03
164,"5925380801","Вовна","Вовна","Vovna","село",4,0,"Сумська","Шосткинський",15
165,"5925680805","Дорошенкове","Дорошенково","Doroshenkove","село",0,0,"Сумська","Ямпiльський",14.3
166,"7424750102","Кути Другі","Куты Вторые","Kuty Druhi","село",3,4,"Чернiгiвська","Семенiвський",61.85
167,"7423686604","Фурсове","Фурсово","Fursove","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.23
168,"5925684904","Об'єднане","Объединенное","Ob'yednane","село",0,0,"Сумська","Ямпiльський",13.6
169,"7424784503","Блешня","Блешня","Bleshnia","село",3,3,"Чернiгiвська","Семенiвський",87.69
170,"7423686601","Мамекине","Мамекино","Mamekyne","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.24
171,"7424784505","Мхи","Мхи","Mkhy","село",4,4,"Чернiгiвська","Семенiвський",80.34
172,"5925683702","Майське","Майское","Mais'ke","село",4,0,"Сумська","Ямпiльський",14.7
173,"5925650301","Довжик","Должик","Dovzhyk","село",0,0,"Сумська","Ямпiльський",13.7
174,"7423689804","Узруй","Узруй","Uzrui","село",0,0,"Чернiгiвська","Новгород-Сiверський",53.45
175,"5925650300","Дружба","Дружба","Druzhba","мiсто",0,0,"Сумська","Ямпiльський",13.8
176,"7424782003","Іванпуть","Иванпуть","Ivanput'","село",4,0,"Чернiгiвська","Семенiвський",54.37
177,"5925684901","Чуйківка","Чуйковка","Chuikivka","село",0,0,"Сумська","Ямпiльський",13.2
178,"7423689801","Шептаки","Шептаки","Sheptaky","село",0,0,"Чернiгiвська","Новгород-Сiверський",46.57
179,"7423680803","Прокопівка","Прокоповка","Prokopivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",55.66
180,"5925382501","Каліївка","Калиевка","Kaliivka","село",0,0,"Сумська","Шосткинський",14.2
181,"7424783501","Машеве","Машево","Masheve","село",0,0,"Чернiгiвська","Семенiвський",49.1
182,"7423689802","Клевин","Клевин","Klevyn","село",0,0,"Чернiгiвська","Новгород-Сiверський",52.91
183,"7423686603","Леньків","Леньков","Len'kiv","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.86
184,"5925684902","Бугор","Бугор","Buhor","село",0,0,"Сумська","Ямпiльський",13.2
185,"5925684903","Микитське","Никитское","Mykyts'ke","село",0,0,"Сумська","Ямпiльський",13.3
186,"5925686003","Деражня","Деражня","Derazhnia","село",0,0,"Сумська","Ямпiльський",12.8
187,"5925680305","Олександрівське","Александровское","Oleksandrivs'ke","село",0,0,"Сумська","Ямпiльський",13.6
188,"5925680809","Романькове","Романково","Roman'kove","село",0,0,"Сумська","Ямпiльський",13.9
189,"7423688102","Володимирівка","Владимировка","Volodymyrivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",51.05
190,"5925680808","Палащенкове","Палащенково","Palashchenkove","село",0,0,"Сумська","Ямпiльський",13.8
191,"7423688104","Кузьминське","Кузьминское","Kuz'myns'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.95
192,"7423686602","Киселівка","Киселевка","Kyselivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",45.61
193,"5925680804","Василець","Василец","Vasylets'","село",0,0,"Сумська","Ямпiльський",13.2
194,"7424784506","Першотравневе","Першотравневое","Pershotravneve","село",4,0,"Чернiгiвська","Семенiвський",47.09
195,"7423689803","Кролевець-Слобідка","Кролевец-Слободка","Krolevets'-Slobidka","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.69
196,"7423688101","Печенюги","Печенюги","Pecheniuhy","село",0,0,"Чернiгiвська","Новгород-Сiверський",44.93
197,"","Луневе","","","",0,0,"","",11
198,"7423688105","Лизунівка","Лизуновка","Lyzunivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",46.38
199,"7423680802","Підгірне","Подгорное","Pidhirne","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.71
200,"5925680806","Косинське","Косинское","Kosyns'ke","село",0,0,"Сумська","Ямпiльський",13.6
201,"5925680801","Дорошівка","Дорошовка","Doroshivka","село",0,0,"Сумська","Ямпiльський",13.3
202,"7424781502","Бранок","Бранок","Branok","селище",0,0,"Чернiгiвська","Семенiвський",47.05
203,"5925686001","Шатрище","Шатрище","Shatryshche","село",0,0,"Сумська","Ямпiльський",12.7
204,"5925681904","Родіонівка","Родионовка","Rodionivka","село",0,0,"Сумська","Ямпiльський",12.5
205,"5925680303","Базелівщина","Базелевщина","Bazelivshchyna","село",4,0,"Сумська","Ямпiльський",13.1
206,"5925680307","Чижикове","Чижиково","Chyzhykove","село",0,0,"Сумська","Ямпiльський",11.9
207,"7424781506","Іванине","Иванино","Ivanyne","село",0,0,"Чернiгiвська","Семенiвський",47.42
208,"7424784501","Орликівка","Орликовка","Orlykivka","село",4,4,"Чернiгiвська","Семенiвський",50.59
209,"5925686006","Скобичівське","Скобычевское","Skobychivs'ke","село",0,0,"Сумська","Ямпiльський",12.4
210,"7423688103","Восточне","Восточно","Vostochne","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.09
211,"7424784502","Баранівка","Барановка","Baranivka","село",4,4,"Чернiгiвська","Семенiвський",49.01
212,"7423650103","Щурівка","Щуровка","Shchurivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",47.05
213,"5925681905","Руденка","Руденка","Rudenka","село",0,0,"Сумська","Ямпiльський",12.2
214,"5925681903","Ломленка","Ломленка","Lomlenka","село",0,0,"Сумська","Ямпiльський",12.5
215,"7421484805","Мости","Мосты","Mosty","село",0,0,"Чернiгiвська","Городнянський",24.3
216,"7421487202","Кусії","Кусеи","Kusii","село",0,0,"Чернiгiвська","Городнянський",27.8
217,"7424781501","Жадове","Жадово","Zhadove","село",0,0,"Чернiгiвська","Семенiвський",43.11
218,"7424785005","Лосівка","Лосевка","Losivka","село",0,0,"Чернiгiвська","Семенiвський",49.1
219,"7423685803","Солов'їв","Соловьев","Solov'iv","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.77
220,"5925680201","Антонівка","Антоновка","Antonivka","село",0,0,"Сумська","Ямпiльський",11.9
221,"5925383703","Свірж","Свирж","Svirzh","село",0,0,"Сумська","Шосткинський",12.4
222,"5925680203","Комінтерн","Коминтерн","Komintern","село",0,0,"Сумська","Ямпiльський",12.1
223,"7423650101","Домотканів","Домотканов","Domotkaniv","село",0,0,"Чернiгiвська","Новгород-Сiверський",48.21
224,"7421483601","Деревини","Деревины","Derevyny","село",0,0,"Чернiгiвська","Городнянський",35.97
225,"7424781505","Єршов","Ершов","Yershov","село",0,0,"Чернiгiвська","Семенiвський",44.93
226,"7425882502","Пльохів","Плехов","Pl'okhiv","село",0,0,"Чернiгiвська","Щорський",35.1
227,"7425881002","Липівка","Липовка","Lypivka","село",0,0,"Чернiгiвська","Щорський",36.31
228,"7423688502","Муравейник","Муравейник","Muraveinyk","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.86
229,"5925680301","Білиця","Белица","Bilytsia","село",0,0,"Сумська","Ямпiльський",12.3
230,"7425881003","Хрінівка","Хреновка","Khrinivka","село",0,0,"Чернiгiвська","Щорський",35.91
231,"7421487502","Берилівка","Бериловка","Berylivka","село",0,0,"Чернiгiвська","Городнянський",30.55
232,"7421487501","Сеньківка","Сеньковка","Sen'kivka","село",0,0,"Чернiгiвська","Городнянський",28.47
233,"5925686005","Папірня","Папирня","Papirnia","село",0,0,"Сумська","Ямпiльський",11.8
234,"7421485601","Лемешівка","Лемешовка","Lemeshivka","село",0,0,"Чернiгiвська","Городнянський",30.33
235,"5925383702","Остроушки","Остроушки","Ostroushky","село",0,0,"Сумська","Шосткинський",12.7
236,"5925381701","Івот","Ивот","Ivot","село",0,0,"Сумська","Шосткинський",11.3
237,"7425882501","Клюси","Клюсы","Kliusy","село",0,0,"Чернiгiвська","Щорський",38.2
238,"7423650100","Новгород-Сіверський","Новгород-Северский","Novhorod-Sivers'kyi","мiсто",0,0,"Чернiгiвська","Новгород-Сiверський",67.3
239,"7423688501","Попівка","Поповка","Popivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",51.26
240,"7423684304","Форостовичі","Форостовичи","Forostovychi","село",0,0,"Чернiгiвська","Новгород-Сiверський",42.88
241,"7422489601","Шишківка","Шишковка","Shyshkivka","село",0,0,"Чернiгiвська","Корюкiвський",41.11
242,"5925681901","Марчихина Буда","Марчихина Буда","Marchykhyna Buda","село",0,0,"Сумська","Ямпiльський",11.9
243,"7423685801","Ларинівка","Лариновка","Larynivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",47.57
244,"5925655104","Неплюєве","Неплюево","Nepliuieve","селище",0,0,"Сумська","Ямпiльський",11.9
245,"5925681902","Дем'янівка","Демьяновка","Dem'yanivka","село",0,0,"Сумська","Ямпiльський",12
246,"7424785001","Погорільці","Погорельцы","Pohoril'tsi","село",0,0,"Чернiгiвська","Семенiвський",45.07
247,"7421484802","Ближнє","Ближнее","Blyzhnie","село",0,0,"Чернiгiвська","Городнянський",25.56
248,"5921589002","Баранівка","Барановка","Baranivka","село",0,0,"Сумська","Глухiвський",11.5
249,"7424785093","Глухівщина","Глуховщина","Hlukhivshchyna","село",0,0,"Чернiгiвська","Семенiвський",26
250,"7423685004","Чернацьке","Чернацкое","Chernats'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.12
251,"7421484804","Марочкине","Марочкино","Marochkyne","село",0,0,"Чернiгiвська","Городнянський",27.36
252,"5925683001","Орлівка","Орловка","Orlivka","село",0,0,"Сумська","Ямпiльський",11
253,"7423650102","Красна Гірка","Красная Горка","Krasna Hirka","селище",0,0,"Чернiгiвська","Новгород-Сiверський",42.67
254,"7421487201","Перепис","Перепись","Perepys","село",0,0,"Чернiгiвська","Городнянський",35.56
255,"5925655108","Ростов","Ростов","Rostov","село",0,0,"Сумська","Ямпiльський",11.1
256,"5925655100","Ямпіль","Ямполь","Yampil'","смт",0,0,"Сумська","Ямпiльський",11
